mean_h,mean_s,mean_v,label
39.400129842025535,149.78781648993723,185.7300367885739,matang
66.52149196719469,153.71448151893046,202.59564093922032,matang
70.67588816755293,102.4468404397612,205.12409878315336,matang
32.24725974050645,151.1823483596436,179.7771888831899,matang
62.00534711501891,137.44161800568273,209.64597176544288,matang
88.91525238147378,139.123918756159,212.86546041826344,matang
52.2843577700633,146.17847661833775,218.03103941188482,matang
109.38525638682796,170.39843207485106,190.4055772815321,matang
140.0829713612604,144.01284694102924,210.91739674593242,matang
88.03598153160324,156.95003449556864,209.8481664278512,matang
87.78837616036594,124.79384725772456,221.82079913897485,matang
61.74666968138225,139.284023891621,181.86185065852695,matang
29.835481513955866,162.38275610112524,176.1920794972965,matang
119.04591795777475,124.95863102405609,216.1188889780846,matang
47.456371258652624,152.64916642293068,210.58701374670957,matang
63.3300268285795,129.75218864727478,205.27453402993507,matang
69.14798868876264,154.6026800499325,173.718543805569,matang
80.74856095325389,149.37437213565536,187.2165719523373,matang
55.97529666561386,128.84571132066958,211.4398095925642,matang
58.27968703204552,147.54941599281221,200.14959568733155,matang
99.03053582644827,167.61549983089336,229.6380393293714,matang
58.75843249185197,68.32538136655546,143.07883825429582,busuk
34.10418701171875,52.380767822265625,155.31378173828125,busuk
25.81866455078125,44.858367919921875,165.8343505859375,busuk
17.389373779296875,130.7589111328125,105.24691772460938,busuk
13.837165107873458,114.64806051347021,119.03163542869918,busuk
14.023922466672119,85.93743354870368,127.99497014803303,busuk
14.454994817826675,49.53117276568604,177.12273778202982,busuk
56.269817760319405,86.32255779509306,138.2205550904759,busuk
17.79175288205735,50.95979899497488,176.58128879692583,busuk
17.389373779296875,130.7589111328125,105.24691772460938,busuk
14.06127757321893,85.14238421781576,142.39597338107623,busuk
63.598993891484014,89.67780572523657,125.41537908731586,busuk
56.05419664268585,116.90739979445016,147.7877012675574,busuk
40.21412658691406,78.78335571289062,108.55612182617188,busuk
28.981547180757303,158.10549568244193,128.3419907624339,busuk
21.83385757423251,79.71631227981882,118.1625566180171,busuk
58.23936462402344,109.0859375,125.53147888183594,busuk
20.16279385786112,101.85093083299361,130.95556461475744,busuk
13.18188166190877,106.08662791891724,156.71647737774947,busuk
59.15206124151078,104.09424520433694,155.3452281663291,busuk
31.944454730605443,63.0601946141661,126.54679174638441,busuk
13.713311511183852,105.23546938604223,157.72569138444754,busuk
35.04367581902267,38.186070955014394,172.44885352996346,busuk
38.70319963947724,118.09613940213309,151.42394471984377,busuk
39.14174539522871,30.011469448786787,183.55580099231972,busuk
64.71759363892257,65.60734318177148,93.44735057837316,busuk
80.89980838676394,52.2839560763505,121.67584199277765,busuk
14.618376250266014,70.41992977229198,153.62864439242392,busuk
16.191638638747243,48.76612057430111,176.82441864670355,busuk
31.09508153818473,54.514467507401406,140.5320509674992,busuk
50.997711181640625,82.70716857910156,136.87307739257812,busuk
39.42460909696232,87.04764310150851,169.96741900672745,busuk
28.376823894238612,38.934731516239594,181.26711277950056,busuk
28.403868197155358,41.977349413151224,171.4102613777627,busuk
60.0155029296875,39.82696533203125,136.14495849609375,busuk
14.392181333693122,83.42071710459743,142.2867743785206,busuk
15.260729466611819,73.49379542026601,150.63999725764432,busuk
58.65287687870047,96.0020494914225,131.22411568240472,busuk
19.220245361328125,114.81602478027344,143.13784790039062,busuk
17.92174348107599,60.487580198952266,164.11763494025547,busuk
13.88159710244912,108.58449034149706,155.19439893066573,busuk
60.88380089083379,45.86059232632648,110.11778802323461,busuk
35.755064371741035,43.48645655484288,175.55961115469213,busuk
18.279494698849536,81.58342154123791,102.24959655728885,busuk
14.237852328431373,41.1906556372549,150.83241421568627,busuk
15.211143296822666,72.1390875350774,147.41260070607404,busuk
19.04773810714405,144.15288195486215,111.32856618995233,busuk
11.185504838942656,127.98447204968944,182.1965549617218,busuk
44.95297604346752,88.41580637194369,135.3278834280069,busuk
11.91786603181474,109.1380081520759,150.86004400678138,busuk
53.95697565965641,127.39329662725275,176.76799951860878,menuju_busuk
15.650678589380671,121.5700679912167,197.0223815444853,menuju_busuk
70.172387966546,150.01847459742854,178.76197312029294,menuju_busuk
142.47085750543872,156.18385152284264,190.67403915881073,menuju_busuk
84.5810546875,103.34913635253906,175.03468322753906,menuju_busuk
30.61519064508978,128.2944469075593,180.92149745067613,menuju_busuk
28.773343605546994,139.4384283513097,166.36323574730355,menuju_busuk
57.83078140370387,114.50203156409052,187.65824815020744,menuju_busuk
54.36887102864232,156.1659474621069,193.54223528777172,menuju_busuk
69.11212158203125,154.04737854003906,183.74795532226562,menuju_busuk
53.78001591204976,139.1776725010849,214.09511066107336,menuju_busuk
44.30007801385893,127.71183822067213,132.2240221498172,menuju_busuk
36.60718060122123,152.92543447627995,153.78167566932834,menuju_busuk
46.379248374649826,168.54577408953963,166.1181087795338,menuju_busuk
56.96643007864953,113.88943027047765,195.16362938806827,menuju_busuk
76.41417658953046,124.70935370328766,137.1708230360219,menuju_busuk
32.423930103588994,185.65289839907922,134.843203934289,menuju_busuk
